title,authors,journal,date,abstract,link,source
TROP2 expression in head and neck squamous cell carcinoma: association with the tumor immune microenvironment and clinical outcome.,"Brust Lukas A, Kühn Jan Philipp, Körner Sandrina",Frontiers in oncology,2026-08-21,"TROP2 is a transmembrane glycoprotein implicated in tumor progression and immune regulation across epithelial malignancies and serves as a therapeutic target for antibody -drug conjugates. Its role in the tumor immune microenvironment of head and neck squamous cell carcinoma (HNSCC), particularly in the context of PD-1 blockade, remains insufficiently defined. TROP2 protein expression was assessed",https://pubmed.ncbi.nlm.nih.gov/42625594/,PubMed
SIRT6 activation relieves neuropathic pain by restoring Nrf2 signaling and inhibiting NLRP3 inflammasome.,"Hao Xintong, Leng Junkang, Tan Jianjun",Frontiers in physiology,2026-08-21,"Neuropathic pain arises from lesions or dysfunction within the somatosensory system, leading to chronic disability and scarce effective therapies. The NAD⁺-dependent deacetylase SIRT6 participates in aging and inflammatory responses, yet its involvement in neuropathic pain has remained unexplored. Using two selective SIRT6 activators-UBCS039 and MDL-800-in a rat model of chronic constriction injur",https://pubmed.ncbi.nlm.nih.gov/42625583/,PubMed
Towards a safer probiotic: ,"Chen Wei-Ming, Sun Ming-Yang, Ye Ji-Yuan",Frontiers in cellular and infection microbiology,2026-08-21,,https://pubmed.ncbi.nlm.nih.gov/42625563/,PubMed
Characterisation of the Novel HLA-DRB1*14:02:13 Allele by Sequencing-Based Typing.,"Humeau Camille, Pajot Thibault, Elsermans Vincent",HLA,2026-08-21,HLA-DRB1*14:02:13 differs from HLA-DRB1*14:02:01:01 by one nucleotide substitution in codon 214 in Exon 4.,https://pubmed.ncbi.nlm.nih.gov/42625442/,PubMed
ALKBH5 Positively Regulates BMP2 to Influence Endometrial Decidualization in Recurrent Spontaneous Abortion.,"Li Liping, Chen Jin, Zhou Shanshan",FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2026-08-21,"Recurrent spontaneous abortion (RSA) is a distressing disorder affecting numerous women of reproductive age. N6-methyladenosine (m6A) RNA modification is a crucial epigenetic regulator, but its role in RSA remains elusive. ALKBH5 (AlkB homolog 5) is a pivotal m6A demethylase that erases m6A marks to positively regulate target gene expression. This research examines the role of the m6A demethylase ",https://pubmed.ncbi.nlm.nih.gov/42625409/,PubMed
Targeting RASL12 by miR-6791-5p fuels malignant progression in lung adenocarcinoma.,"Zhang Lu, Pang Zhonghao, Zhang Haibo",Hereditas,2026-08-21,"Lung adenocarcinoma (LUAD) poses significant clinical challenges due to its heterogeneity and metastatic potential, necessitating deeper molecular characterization. This study investigated the role of miR-6791-5p and its target RASL12 in LUAD progression. Expression profiles and prognostic relevance were analyzed in 203 LUAD patients, cell lines, and public databases. Biological functions were eva",https://pubmed.ncbi.nlm.nih.gov/42625235/,PubMed
Pirfenidone restores metabolic hormones and cardiac autophagy via p-AMPK in MASH.,"López-Cifuentes Daniel, Sandoval-Rodríguez Ana, Escutia-Gutiérrez Rebeca",Journal of translational medicine,2026-08-21,"Obesity promotes chronic inflammation and insulin resistance, disrupting key metabolic hormones (e.g., insulin and leptin) and triggering metabolic dysfunction-associated steatohepatitis (MASH). Obesity is commonly associated with cardiovascular disease. Autophagy preserves heart function in response to various stresses. Pirfenidone (PFD) is an antifibrotic and anti-inflammatory drug. However, its",https://pubmed.ncbi.nlm.nih.gov/42625194/,PubMed
The miR-338-5p/METTL3 axis regulates m6A modification to inhibit tumor progression in triple-negative breast cancer.,"Chen Wen-Jia, Xu Ya, Lan Yang-Zheng",Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,2026-08-21,"Triple-negative breast cancer (TNBC) is a highly aggressive subtype of breast cancer characterized by poor prognosis and limited therapeutic options. METTL3, a critical m6A RNA methyltransferase, has been implicated in tumor progression. However, its molecular mechanisms in TNBC remain to be fully elucidated. METTL3 expression was analyzed using public databases, cell lines, and clinical samples. ",https://pubmed.ncbi.nlm.nih.gov/42625113/,PubMed
RNA splicing in health and disease.,"Huang Huining, Yu Yao, Zhou Qian",Molecular biomedicine,2026-08-21,"RNA splicing expands the functional output of eukaryotic genomes by enabling individual precursor messenger RNA (pre-mRNA) to generate multiple mature transcripts with protein‑coding and regulatory properties. Its fidelity and plasticity depend on coordinated interactions among the spliceosome, trans-acting splicing factors, cis-regulatory elements, and chromatin- and RNA-associated regulatory mec",https://pubmed.ncbi.nlm.nih.gov/42625101/,PubMed
Antisense oligonucleotide-mediated disruption of mRNA localisation inhibits angiogenesis.,"Augustine Josy, Owuamalam Precious O, Nicell Jennifer",Angiogenesis,2026-08-21,"mRNA localisation is a critical posttranscriptional mechanism that confers a spatiotemporal dimension to the control of gene expression. Among diverse outcomes, this process can result in compartmentalised protein synthesis and consequently, elicit localised cellular responses. Targeting mRNAs to their destination is often determined by localisation elements (LEs) contained in untranslated regions",https://pubmed.ncbi.nlm.nih.gov/42624950/,PubMed
The Arabidopsis tex1-4 mutant exhibits altered mRNA export and hormonal crosstalk in plant immunity against Pseudomonas syringae.,"Uddin Shahab, Silvano Kris John, Chakraborty Rupak",Plant cell reports,2026-08-21,"TEX1 contributes to mRNA export and SA-mediated defense while modulating ABA-driven susceptibility, linking RNA processing to immune regulation in Arabidopsis TEX1, a subunit of the multi-protein THO/TREX complex conserved in eukaryotes, facilitates the synthesis, splicing, and nuclear-cytoplasmic export of mRNAs. However, its mechanism in plants remains to be thoroughly established, particularly ",https://pubmed.ncbi.nlm.nih.gov/42624939/,PubMed
Role of orphan G protein-coupled receptor GPR52 in breast cancer cell multicellular organization and collective invasion.,"Hanif Sarah Z, Kutz Caleb, Au CheukMan Cherie",British journal of cancer,2026-08-21,"G protein-coupled receptors (GPCRs) are the largest class of membrane-bound receptors and are emerging as targets for the effective treatment of cancer. The role of orphan GPCR GPR52 in cancer has not been characterized. Low mRNA expression of GPR52 in breast tumours correlates with reduced overall survival, leading to the hypothesis that loss of GPR52 supports breast cancer progression. CRISPR-Ca",https://pubmed.ncbi.nlm.nih.gov/42624887/,PubMed
Seed pairing between a small regulatory RNA and target mRNA determines cleavage by a RNase E with a minimal C-terminal scaffold.,"Vega Valle Carlos Daniel, Prevost Karine, Lalaouna David","RNA (New York, N.Y.)",2026-08-21,"Small regulatory RNAs (sRNAs) can specifically bind to their target mRNAs to inhibit their expression, either by promoting degradation or by blocking translation. However, the molecular determinants that select which repression mode an sRNA employs remain poorly understood. To investigate this, we used the model target mRNA ",https://pubmed.ncbi.nlm.nih.gov/42624786/,PubMed
"Skeletal muscle decorin, apelin and TRIM72 gene expression in relation to insulin sensitivity.","Szutko Dominika, Straczkowski Marek","Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association",2026-08-21,"Skeletal muscle is an essential tissue for insulin-stimulated glucose uptake. Myokines are proteins, peptides, and other metabolites that are released by muscles and exhibit metabolic functions. Decorin, apelin and TRIM72 are myokines with connection to insulin action. The aim of this paper was to study the expression of these selected myokines in skeletal muscle in relation to insulin sensitivity",https://pubmed.ncbi.nlm.nih.gov/42624492/,PubMed
LTBP2 transcriptionally activated by HIF-1α contributes to vascular calcification.,"Li Xiaojun, Liu Xiaoyan, Ding Yanchun",The international journal of biochemistry & cell biology,2026-08-21,"Vascular calcification is a major cardiovascular risk factor in chronic kidney disease (CKD), driven by vascular smooth muscle cell (VSMC) osteogenic differentiation. Latent transforming growth factor-beta binding protein 2 (LTBP2) has been implicated in fibrotic processes, but its role in VC remains unclear. This study aims to investigate the role of LTBP2 in vascular calcification and to elucida",https://pubmed.ncbi.nlm.nih.gov/42624457/,PubMed
Conservation and plasticity in avian prepro-GnRH-I reflect a modular evolutionary architecture.,"Cervantes-Valencia María Eugenia, Fortoul Teresa I, González-Villalva Adriana Elizabeth",General and comparative endocrinology,2026-08-21,"Gonadotropin-releasing hormone type I (GnRH-I) is produced from the GNRH1-encoded prepro-GnRH-I precursor, which comprises a signal peptide (SP), the GnRH-I decapeptide, the Gly-Lys-Arg (GKR) processing motif, and the GnRH-associated peptide (GAP). Here, we evaluated conservation and plasticity across avian prepro-GnRH-I using 61 mRNA sequences representing 32 avian orders through multiple alignme",https://pubmed.ncbi.nlm.nih.gov/42624413/,PubMed
Intrauterine benzophenone-3 exposure alters mammary gland architecture without impairing lactational performance.,"Schierano-Marotti Gonzalo, Altamirano Gabriela A, Gomez Ayelen L","Reproductive toxicology (Elmsford, N.Y.)",2026-08-21,"Recently, we have shown that exposure to the ultraviolet filter benzophenone-3 (BP3) during secretory differentiation disrupts prolactin signaling pathway and milk protein expression in murine mammary organoids. The present study aimed to evaluate whether intrauterine exposure to BP3 modifies the functional differentiation of the lactating mammary gland in F1 female mice. To this end, pregnant mic",https://pubmed.ncbi.nlm.nih.gov/42624387/,PubMed
Targeting Circulating Fatty Acid Binding Protein 4 Ameliorates Obesity-Associated Hepatic Steatosis.,"Jiang Xingshan, Avellino Anthony, Yu Jianyu",JHEP reports : innovation in hepatology,2026-08-21,"Obesity is a major driver of metabolic dysfunction-associated steatotic liver disease (MASLD), yet the molecular mechanisms linking excess adiposity to hepatocellular lipid accumulation remain incompletely defined. We investigated whether circulating fatty acid-binding protein 4 (FABP4) mediates adipocyte-hepatocyte lipid crosstalk in obesity. FABP4 expression and localization were analyzed in hum",https://pubmed.ncbi.nlm.nih.gov/42624369/,PubMed
Cobrotoxin Alleviates Lipopolysaccharide-Induced Depression-like Behavior in mice.,"Qian Jinchun, Lou Juntong, Liu Keke",Toxicon : official journal of the International Society on Toxinology,2026-08-21,"Depression is a debilitating psychiatric disorder closely linked to neuroinflammation. Cobrotoxin (CoTX), an active component of Naja atra venom, exhibits multiple therapeutic effects, including analgesic, anti-inflammatory, and microcirculation-improving properties. However, its role in neuroinflammation-associated depression remains unexplored. This study investigated the effects of CoTX on lipo",https://pubmed.ncbi.nlm.nih.gov/42624297/,PubMed
