title,authors,journal,date,abstract,link,source
Heterogeneity of baseline immune activation and SARS-CoV-2 vaccine responses in people with HIV: a multicenter prospective study.,"Moussaou Majdouline El, Ladang Aurélie, Maes Nathalie","AIDS (London, England)",2026-06-02,"To determine whether baseline immune activation and inflammation contribute to heterogeneity in SARS-CoV-2 vaccine-induced immunity in antiretroviral therapy (ART)-treated people with HIV (PWH) compared to HIV-negative controls. In this multicenter prospective study, 159 ART-treated PWH from two cohorts and 56 HIV-negative controls were enrolled. The two PWH cohorts differed in immunovirological c",https://pubmed.ncbi.nlm.nih.gov/42227026/,PubMed
Cloning and Expression of a cDNA Encoding Phosphoribosyltransferase Type I From ,Abbas Jolodar,Archives of Razi Institute,2026-06-02,Reverse transcription-polymerase chain reaction (RT-PCR) amplification of 567 bp cDNA fragment encoding the middle part of a PRTase from  The entire size of the assembled fragment was 789 bp. The deduced amino acid sequence exhibits a high degree of homology (98.6%) with the only sequence of  The successful cloning and expression of ,https://pubmed.ncbi.nlm.nih.gov/42226973/,PubMed
Distinct pro-inflammatory responses to pristine and microbially contaminated PET nanoplastics in a human alveolar cell co-culture.,"Haugen Øyvind P, Sagen Andreas Solberg, Barbero Francesco",Frontiers in toxicology,2026-06-02,"The small size of nanoplastics (NPs; <1 µm in diameter) facilitates airborne transport, inhalation, and deposition in the lungs, raising significant concerns about potential effects on human health. In occupational settings, such as waste management and recycling facilities, exposure to NPs carrying microbial contaminants may pose an additional health risk to workers. In the present study, we inve",https://pubmed.ncbi.nlm.nih.gov/42226817/,PubMed
The SPN-4 Rbfox RNA-binding protein selects maternal mRNAs for CCR4-NOT-dependent clearance in early Caenorhabditis elegans embryos.,"Spike Caroline A, Parker Dylan M, Tsukamoto Tatsuya","Development (Cambridge, England)",2026-06-02,The elimination of maternal mRNAs is an essential feature of the maternal-to-zygotic transition. We report an essential pathway that clears many maternal transcripts from early C. elegans embryos using the Rbfox-related SPN-4 RNA-binding protein as a specificity factor and the CCR4-NOT deadenylase complex as an effector. We biochemically identified SPN-4-associated mRNAs from late-stage oocytes an,https://pubmed.ncbi.nlm.nih.gov/42226709/,PubMed
SLC25A51 mRNA-LNP Armors T Cells with Mitochondrial Fitness in Cancer Treatment.,"Xu Xiaofeng, He Bin, Wu Jingbang",ACS applied materials & interfaces,2026-06-02,"Pancreatic ductal adenocarcinoma remains largely refractory to adoptive T-cell therapies owing to a metabolically hostile tumor microenvironment that compromises mitochondrial functions. Here, we develop an ",https://pubmed.ncbi.nlm.nih.gov/42226663/,PubMed
RETRACTION: Spliceosomal Protein E Regulates Neoplastic Cell Growth by Modulating Expression of Cyclin E/CDK2 and G2/M Checkpoint Proteins.,,Journal of cellular and molecular medicine,2026-06-02,"Z. Li and B. M. Pützer, ""Spliceosomal Protein E Regulates Neoplastic Cell Growth by Modulating Expression of Cyclin E/CDK2 and G2/M Checkpoint Proteins,"" Journal of Cellular and Molecular Medicine 12, no. 6a (2008): 2427-2438. https://doi.org/10.1111/j.1582-4934.2008.00244.x. The above article, published online on 16 December 2008 in Wiley Online Library (wileyonlinelibrary.com), has been retracte",https://pubmed.ncbi.nlm.nih.gov/42226475/,PubMed
FTO-modulated m,"Lin Chenyu, Cao Chenyang, Cui Shujing",Journal of translational medicine,2026-06-02,"The N6-methyladenosine (m Methylated RNA immunoprecipitation sequencing (MeRIP-Seq) was used to screen abnormal m MeRIP-Seq and RIP-RT-qPCR indicated that KIF11 should be a downstream target of FTO. Regarding qRT-PCR and MeRIP-qRT-PCR, in vitreous body samples from patients with PDR and hRECs under hyperglycemic conditions, expressed enhanced levels of FTO and KIF11, whereas the m Our findings dem",https://pubmed.ncbi.nlm.nih.gov/42226292/,PubMed
The dual role of cAMP receptor protein (CRP) in regulating type 3 fimbriae expression in Klebsiella pneumoniae CG43S3 in response to oxygen availability.,"Lin Tien-Huang, Wang Chen-Yu, Wu Chien-Chen",BMC microbiology,2026-06-02,"In Asian countries, Klebsiella pneumoniae is the predominant pathogen isolated from liver abscesses in patients with diabetes mellitus (DM). Elevated glucose level in DM patients causes various immune problems and may enhance K. pneumoniae virulence. Oxygen availability is another crucial factor influencing virulence factors expression during bacterial infections. The cyclic adenosine monophosphat",https://pubmed.ncbi.nlm.nih.gov/42226104/,PubMed
Mesenchymal Stem Cell-Derived Exosomal miR-29a-3p Improves Hypertrophic Scar by Inhibiting the Proliferation and Migration of Schwann Cells via the PDGFRB/PAK1 Axis.,"Zang Chengyu, Zhao Ran, Feng Zhang","BioFactors (Oxford, England)",2026-06-02,"Mesenchymal stem cell-derived exosomes (MSC-exo) can alleviate hypertrophic scar (HS) formation, whereas Schwann cells (SCs) promote HS formation. This study aimed to investigate whether MSC-exos attenuate HS by modulating SCs and to elucidate the underlying mechanisms. HS and normal skin tissues were obtained from patients. MSCs, SCs, and fibroblasts were isolated from BALB/c mice. SCs and HS mou",https://pubmed.ncbi.nlm.nih.gov/42226083/,PubMed
Regulatory factor X 7 limits Myc activity during B cell activation and suppresses Myc-dependent lymphomagenesis.,"Fischer Berenice A, Khameneh Hanif J, Guerra Jessica",Nature immunology,2026-06-02,"Regulatory factor X 7 (RFX7) nonsense mutations have been found in different human B cell malignancies. We therefore set out to study the role of RFX7 in B cell activation and lymphomagenesis. Here we show that RFX7 truncations cause loss-of-function and dominant-negative effects. Moreover, low RFX7 mRNA levels correlate with worse diffuse large B cell lymphoma prognosis. Accordingly, Rfx7 deletio",https://pubmed.ncbi.nlm.nih.gov/42225953/,PubMed
