title,authors,journal,date,abstract,link,source
Nuclear PPR Proteins Mediate Rhythmic C-To-U Editing of Mitochondrial RNA in Maize and Rice.,"Kan Qiuxin, Chen Guo, Jiang Yizhe","Plant, cell & environment",2026-07-17,"Mitochondrial activity must be tightly coordinated in plants to ensure that energy production is appropriately modulated in response to exogenous and endogenous signals. However, the underlying molecular mechanisms are largely unknown. Here, we investigated this issue by analysing the crosstalk between the nucleus and mitochondria mediated by pentatricopeptide repeat (PPR) proteins, which can regu",https://pubmed.ncbi.nlm.nih.gov/42464762/,PubMed
Adrenal rather than central dysfunction limits HPA axis recovery after chronic glucocorticoid treatment in male mice.,"Gaston Lindsey S, Jorgensen Brenna C, Friedman Hannah R",Endocrinology,2026-07-17,"Glucocorticoid-induced adrenal insufficiency (GIAI) can persist for months after discontinuation of chronic corticosteroid therapy, placing patients at risk for life-threatening adrenal crises. This prolonged suppression has been attributed primarily to delayed restoration of hypothalamic-pituitary signaling based on indirect measures of central axis activity. To identify the rate-limiting site of",https://pubmed.ncbi.nlm.nih.gov/42464759/,PubMed
Glutathione-Responsive Acyl-Modifications for Targeted RNA Decaging and Prolonged Protein Synthesis.,"Flood Mary E, Kurusamy Sathishkumar, Berney Mark",Angewandte Chemie (International ed. in English),2026-07-17,"A series of disulfide-based, self-immolative acyl conjugates have been designed and tested for reversibly protecting the ribose 2'-hydroxy position of RNA. These modifications were found to be responsive to endogenous glutathione levels for efficient RNA recovery both in solution and cultured cells. Through this modification strategy, we achieve shielding of the biomolecule from both nuclease enzy",https://pubmed.ncbi.nlm.nih.gov/42464708/,PubMed
Sedanolide alleviates LPS‑induced depressive‑like behaviors by modulating the C3a/C3aR signaling axis and microglial glycolysis.,"Lu Shaocong, Luo Fangla, Chen Niqi",Molecular medicine reports,2026-07-17,"A total of ~30% of patients with depression do not respond to pharmacological treatment. Sedanolide (SD) is a compound derived from Chinese medicinal herbs and has structural features associated with anti‑inflammatory activity. However, its effect on depressive disorders remains unclear. The present study aimed to examine the therapeutic effects of SD in lipopolysaccharide (LPS)‑induced depressive",https://pubmed.ncbi.nlm.nih.gov/42464680/,PubMed
A Programmable mRNA Platform for miRNA Detection via miRNA-mRNA,"Chen Yanyu, Zhao Wanqi, Chen Huizhen",ACS synthetic biology,2026-07-17,"Programmed -1 ribosomal frameshifting (-1 PRF) is a recoding mechanism utilized by viruses to expand their coding capacity and modulate the stoichiometric ratio of -1 frame and 0 frame translation products. The stability of mRNA secondary structure at the ribosomal entry site within the frameshifting stimulating elements (FSEs) determines the frameshifting efficiency. Here, we report the developme",https://pubmed.ncbi.nlm.nih.gov/42464604/,PubMed
T-cell miR-155 regulates the response to tumor-specific mRNA vaccines in a murine model of acute myeloid leukemia.,"Battistone Benjamin, Ghazaryan Arevik, Tang William W","Journal of immunology (Baltimore, Md. : 1950)",2026-07-17,Acute myeloid leukemia (AML) is a malignant clonal expansion of myeloid progenitor cells that impedes normal hematopoiesis and culminates in bone marrow failure and death. The development of chemoresistant disease in response to first-line chemotherapies is common and indicates a need for new therapies. Tumor-specific mRNA vaccines have emerged as potent inducers of cellular immunity against solid,https://pubmed.ncbi.nlm.nih.gov/42464564/,PubMed
"[Research on ferroptosis induced by RSL3, Erastin, and TBHP in rat intervertebral disc annulus fibrosus cells].","Pan Xiaolin, Tan Jing, Liu Yuying",Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2026-07-17,"To explore the effects of RAS-selective lethal small molecule 3 (RSL3), Erastin, and tert-butyl hydroperoxide (TBHP) on ferroptosis of rat annulus fibrosus cells (AFCs), and to establish an effective  AFCs were isolated and cultured from the caudal vertebrae of 6-week-old female Sprague-Dawley rats by enzymatic hydrolysis. The optimal treatment concentrations of RSL3, Erastin, and TBHP (used for e",https://pubmed.ncbi.nlm.nih.gov/42464548/,PubMed
The Combination of Nigella sativa Oil-Based Nanoemulsion and Quercetin Alleviates Oxidative Stress From Exogenous Testosterone Through Antioxidant and Anti-Inflammatory Mechanisms in Rats.,"Najafi Majid, Panahi Negar, Hesaraki Saeed",Veterinary medicine and science,2026-07-17,"Exogenous testosterone therapy induces testicular oxidative stress and inflammation, suppressing spermatogenesis. Chronic restraint and high-intensity exercise stress exacerbate reproductive dysfunction. Quercetin (Qu) and black seed oil (BSO) possess potent antioxidant and anti-inflammatory properties. This study evaluates the efficacy of Qu-loaded BSO (Qu-BSO) nanoemulsion in mitigating testoste",https://pubmed.ncbi.nlm.nih.gov/42464454/,PubMed
Pan-Cancer Quantification of Driver Alteration Transmission Across Molecular Layers Reveals Limited Propagation to Protein Abundance.,Nakano Hisashi,International journal of cancer,2026-07-17,"Precision oncology relies primarily on DNA-level alterations for therapeutic decisions, but the extent to which driver mutations propagate to protein abundance has not been systematically evaluated. Here, I developed a regression-based transmission score (TS_R",https://pubmed.ncbi.nlm.nih.gov/42464426/,PubMed
METTL1 facilitates colorectal cancer progression through internal m7G methylation of MACC1 and SDCCAG8 mRNA.,"Yu Yang, Bao Wenfang, Li Yandong",Biology direct,2026-07-17,"N7-Methylguanosine (m7G) modification, as one of main types of RNA modification, has been implicated in several cancers. However, its function and regulatory mechanism in colorectal cancer (CRC) progression remain poorly understood. In this study, we found methyltransferase-like protein-1 (METTL1), the key m7G methyltransferase, is highly expressed in CRC tissues via whole-transcriptome sequencing",https://pubmed.ncbi.nlm.nih.gov/42464401/,PubMed
Circulating NSUN6 serves as a prognostic biomarker for early metastasis in HCC via hippo pathway modulation.,"Li Xutong, Xu Honghai, Chang Yu",Journal of experimental & clinical cancer research : CR,2026-07-17,"Portal vein tumor thrombus is a lethal complication of HCC for which effective biomarkers are urgently needed. Through proteomic profiling, functional and mechanistic assays, and machine learning-based evaluation of serum NSUN6 in 472 HCC patients with external validation (n = 98), we characterized an epitranscriptomic regulator of HCC metastasis. NSUN6 was downregulated in PVTT and suppressed met",https://pubmed.ncbi.nlm.nih.gov/42464346/,PubMed
Transient Receptor Potential Melastatin 8 Plays a Key Role in Dextran Sulfate Sodium-Induced Murine Colitis via Regulating Extrinsic Sensory Neurons and Enteric Macrophage Secretory Activities.,"Matsumoto Kenjiro, Nakamoto Tomohiro, Sato Akari",Neurogastroenterology and motility,2026-07-17,"Transient receptor potential melastatin 8 (TRPM8) is a cold-sensitive Ca The role of TRPM8 in the progression of colonic inflammation was examined in 2% DSS-induced colitis by immunohistochemistry, reverse transcription-polymerase chain reaction, visceral sensing assessment, and flow cytometry. The role of TRPM8 in sensory neurons and macrophages was investigated using primary cultured dorsal root",https://pubmed.ncbi.nlm.nih.gov/42464071/,PubMed
