title,authors,journal,date,abstract,link,source
Thymosin β4 alleviates sepsis-associated acute kidney injury by suppressing MAPK signaling pathway.,"Ouyang Xiaojun, Long Zhiyuan, Xu Xiaodan","Clinical science (London, England : 1979)",2026-07-08,"Sepsis-associated acute kidney injury (SA-AKI) is a common complication in septic patients and is associated with high mortality and progression to chronic kidney disease (CKD). Previous studies have demonstrated that thymosin β4 (Tβ4) attenuates lipopolysaccharide (LPS)-induced liver injury and ischemic AKI by suppressing inflammatory responses. Here, we aimed to investigate the effects of Tβ4 on",https://pubmed.ncbi.nlm.nih.gov/42417058/,PubMed
Jujuboside A extends healthspan and enhances resistance of oxidative stress in ,"Cao Yunliang, Ren Shuangjie, Li Xiaocong",Frontiers in pharmacology,2026-07-08,"Jujuboside A (JA) is a biologically active saponin primarily extracted from sour jujube seeds. Existing studies have demonstrated that JA plays significant roles in anti-inflammatory, antioxidant, neuroprotective, and metabolic regulation. However, its mechanisms in lifespan extension and antioxidation remain to be further elucidated. In this study, we found that JA extended the lifespan of ",https://pubmed.ncbi.nlm.nih.gov/42416822/,PubMed
Largazole targets Musashi protein expression via miR-125b-5p and sensitizes triple-negative breast cancer cells to radiation.,"Gurke Brücksken Kathrin A, Lappe Lea, Chen Qi-Yin",Frontiers in pharmacology,2026-07-08,"Recent findings implicate the histone deacetylase (HDAC) inhibitor largazole as an inhibitor of Musashi RNA-binding protein function. Here, we assess this interplay and evaluate the relevance of largazole for triple-negative breast cancer (TNBC) progression and resistance to radiotherapy. Primary patient-derived TNBC cells and cell lines were treated with largazole and cell vitality, proliferation",https://pubmed.ncbi.nlm.nih.gov/42416820/,PubMed
Nephrotoxic acute kidney injury induced by ,"Chaiyabutr Narongsak, Suntrarachun Sunutcha, Khunsap Suchitra",The journal of venomous animals and toxins including tropical diseases,2026-07-08,"Envenomation by  Kidney tissue samples from intact rabbits ( Following the administration of RVV and its venom fractions, histopathological analysis revealed extensive tubulonephrosis across all renal tubular segments in both intact kidneys and the IPK model. In contrast, renal tubular necrosis involving all tubular segments occurred in the IPK model after exposure to the RVV, PLA₂ and MP fraction",https://pubmed.ncbi.nlm.nih.gov/42416494/,PubMed
Silver Nanoparticles Attenuate Histamine-Induced Pruritus via Modulation of the Nitric Oxide/iNOS Signaling Pathway in Mice.,"Bayan Abdul Mobin, Khan Muhammad Imran","Nanotechnology, science and applications",2026-07-08,"Pruritus is an unpleasant cutaneous sensation that provokes scratching behavior and is associated with numerous inflammatory and dermatological disorders. Histamine is a major mediator of pruritus and contributes to the activation of inflammatory and oxidative stress pathways. Silver nanoparticles (Ag-NPs) possess well-documented anti-inflammatory, antioxidant, antimicrobial, and wound-healing pro",https://pubmed.ncbi.nlm.nih.gov/42416483/,PubMed
Compartment-specific immune responses to BoAHV-1 transplacental infection in late gestation.,"Cheuquepán Felipe, Agulló-Ros Irene, Risalde María A",Frontiers in veterinary science,2026-07-08,,https://pubmed.ncbi.nlm.nih.gov/42416296/,PubMed
Effects of phytosterols on growth performance and meat quality in finishing pigs: role of lipid metabolism and gut microbiota.,"Zhong Songshi, Li Chenglong, Tian Qiyu",Frontiers in veterinary science,2026-07-08,"This study aimed to investigate the effects of dietary phytosterol (PS) supplementation on growth performance, meat quality, and lipid metabolism in finishing pigs and to explore the potential mechanisms. Forty-eight barrows with an initial body weight of 73.96 ± 2.80 kg were randomly allocated to two treatments, with six replicate pens of four pigs per pen: the CON group fed a basal diet, and the",https://pubmed.ncbi.nlm.nih.gov/42416291/,PubMed
Sesamin attenuates atherosclerosis by alleviating vascular endothelial ferroptosis-related injury ,"Chen Xiaoying, Zheng Guanyi, Fu Kailong",Frontiers in cell and developmental biology,2026-07-08,"This study was designed to elucidate the molecular pathways responsible for anti-atherosclerotic effects of the traditional Chinese medicine formula Yishen Huoxue Huatan, with a focus on its key active component sesamin. Network pharmacology was applied to predict potential targets and pathways associated with the anti-atherosclerotic activity of Yishen Huoxue Huatan. An atherosclerosis model was ",https://pubmed.ncbi.nlm.nih.gov/42416116/,PubMed
Gamma-terpinene suppresses the growth of lymphoblastic cancerous cells in vitro,"Safa Pooya Baradaran, Nooshadokht Maryam, Mohit Maryam",Cytotechnology,2026-07-08,"ALL is recognised as a heterogeneous malignancy affecting lymphocyte precursors. Considering shortcomings of the current treatments, herbal compounds have always been in the focus of attention as novel anticancer candidates, owing to their main advantages like promising levels of bioactivity and toxicity. Accordingly, the anticancer potentials of gamma-terpinene were evaluated on cell-death releva",https://pubmed.ncbi.nlm.nih.gov/42416107/,PubMed
Identification and validation of biomarkers related to mismatch repair for prognosis prediction in glioma.,"Feng Jia, Si Yuankai, Han Long",Frontiers in immunology,2026-07-08,"Gliomas are aggressive brain tumors with a dismal prognosis, and their development, progression, and responsiveness to treatment are all impacted by mismatch repair (MMR) deficiency. This work aimed to construct a predictive risk model based on MMR-related genes and confirm its clinical applicability, with a focus on identifying novel therapeutic targets. Clinical and mRNA expression data from The",https://pubmed.ncbi.nlm.nih.gov/42416056/,PubMed
Donidalorsen for the Treatment of Hereditary Angioedema: A Review of Clinical Studies.,"Riedl Marc A, Craig Timothy, Lumry William R","Drug design, development and therapy",2026-07-08,Hereditary angioedema (HAE) is a rare disease characterized by recurrent attacks of severe tissue swelling caused by dysregulation of the kallikrein-kinin system. Donidalorsen is a triantennary N-acetyl galactosamine-conjugated antisense oligonucleotide designed to specifically and reversibly reduce plasma prekallikrein production by binding to plasma prekallikrein messenger RNA in the liver. This,https://pubmed.ncbi.nlm.nih.gov/42415941/,PubMed
