title,authors,journal,date,abstract,link,source
Regulation of FTO on PDCD5 mRNA stability to mediate neuron apoptosis in rats with hypoxic-ischemic brain damage.,"Yin Taiyong, Zou Minshu, Liu Dali",Translational neuroscience,2026-06-09,"This study explored the mechanism of FTO in regulating neuron apoptosis in hypoxic-ischemic brain damage (HIBD) models via PDCD5. Neonatal SD rats were treated by unilateral common carotid artery ligation to establish HIBD model, while primary hippocampal neurons were induced by oxygen-glucose deprivation (OGD) to mimic the  HIBD rats had decreased FTO expression and elevated PDCD5 expression, acc",https://pubmed.ncbi.nlm.nih.gov/42261379/,PubMed
Lamin B1 safeguards the B cell genome and shapes lymphoma outcome.,"Filipsky Filip, Chapman Katarina B, Bloehdorn Johannes",HemaSphere,2026-06-09,"Lamin B1 is a structural component of the nuclear lamina that participates in genome organization and transcriptional control. During adaptive immune responses, B lymphocytes in germinal centers (GCs) undergo clonal expansion and programmed DNA damage at immunoglobulin loci, while simultaneously downregulating Lamin B1. Likewise, Lamin B1 downregulation has been observed in GC-derived lymphomas an",https://pubmed.ncbi.nlm.nih.gov/42261377/,PubMed
Identification and validation of prognostic genes related to centrosome amplification in multiple myeloma.,"Liao Pengjun, Tan Jiaqi, Zeng Lingji",PeerJ,2026-06-09,"Prognostic biomarkers associated with centrosome amplification-related genes (CARGs) in multiple myeloma (MM), a malignancy originating from bone marrow plasma cells, remain incompletely defined. This study aimed to identify CARG-associated prognostic genes in MM. Transcriptome data for MM and CARGs were obtained from public databases. Initially, differentially expressed genes (DEGs) from the GSE6",https://pubmed.ncbi.nlm.nih.gov/42261309/,PubMed
Hydroxyl-Terminated Polyethylene Glycol Evades Human Pre-existing Anti-polyethylene Glycol Antibodies.,"Ding Tianhao, Fu Jiaru, Yang Min",ACS nano,2026-06-09,"Polyethylene glycol (PEG) has been extensively utilized in food, cosmetics, and pharmaceutical fields, especially in the realm of nanomedicines, where it serves as a pivotal excipient to prolong the nanoparticles' circulation half-life. Contrary to its historical perception as being nonimmunogenic, pre-existing anti-PEG antibodies have been widely detected in human even in individuals without prio",https://pubmed.ncbi.nlm.nih.gov/42261226/,PubMed
Shenling Baizhu Decoction Improves Chemotherapy-Induced Sarcopenia by Regulating the NLRP3 Inflammasome and Muscle Metabolism.,"Huang Jin, Jin Heiying, Zhang Chunxia",Current medicinal chemistry,2026-06-09,"This study investigated the effects of Shenling Baizhu decoction (SLBZD) on chemotherapy-induced sarcopenia and its potential mechanisms. A mouse model of chemotherapy-induced sarcopenia was established and treated with SLBZD. The effects of SLBZD on body weight, food intake, muscle mass, muscle functional markers, muscle tissue architecture, and serum biochemical parameters in mice receiving chem",https://pubmed.ncbi.nlm.nih.gov/42261167/,PubMed
Adiponectin Mediates FGF21 to Alleviate Sepsis-induced Acute Lung Injury by Ameliorating Fibrosis and Inhibiting Oxidative Stress.,"Gong Fanghua, Wang Shangwen, Liu Xuehui",Current pharmaceutical biotechnology,2026-06-09,"Acute lung injury (ALI) is the initial complication in the pathogenesis of sepsis and a leading cause of mortality in patients with sepsis. Adiponectin (APN), an important downstream effector of fibroblast growth factor 21 (FGF21), exerts metabolic regulatory effects; however, the specific role of FGF21 in alleviating sepsis-induced ALI through APN remains to be fully elucidated. The present study",https://pubmed.ncbi.nlm.nih.gov/42261151/,PubMed
From energy provision to protein synthesis: Tunnelling nanotubes as mediators of intercellular metabolic cooperation in cancer.,"Martínková Stanislava, Trnka Jan",FEBS open bio,2026-06-09,"Tunnelling nanotubes (TNTs) are thin intercellular membrane structures, which enable direct cytoplasmic communication between distant cells. Since their discovery two decades ago, TNTs have been identified in numerous physiological and pathological contexts. This includes cancer, where they contribute to metabolic cooperation, stress adaptation and treatment resistance. Here we summarise the curre",https://pubmed.ncbi.nlm.nih.gov/42261073/,PubMed
Resveratrol Ameliorates Hypertrophic Scar Formation by Regulating ASIC3-Mediated Fibroblast-Macrophage Crosstalk: A Mechanistic Study.,"Sun Zili, Huang Suzhou, Lu Xingxing",Phytotherapy research : PTR,2026-06-09,"To elucidate the mechanism by which Resveratrol (Res) ameliorates hypertrophic scar (HS) formation by targeting acid-sensing ion channel 3 (ASIC3) to modulate macrophage-fibroblast (FB) crosstalk. A rabbit-ear HS model was established in vivo. Hematoxylin-eosin (H&E) staining, Masson staining, immunofluorescence (IF), Western blot (WB), and quantitative real-time PCR (RT-qPCR) were used to assess ",https://pubmed.ncbi.nlm.nih.gov/42260901/,PubMed
The Impact of Airway Oxidative Stress on Macrophage Polarization in Stable Asthma and COPD: Association With Clinical Features in a Prospective Observational Study.,"Paplińska-Goryca Magdalena, Proboszcz Małgorzata, Wróbel Monika",Journal of cellular and molecular medicine,2026-06-09,"The polarization status of pulmonary macrophages is dependent on cytokines and mediators present locally in the airways. This study aimed to evaluate whether oxidative stress present in the airways of asthma or COPD patients promotes M1 or M2 macrophage polarization. M1 macrophages predominated in COPD, whereas no increase in M2 macrophages was observed in any of the investigated groups. The eleva",https://pubmed.ncbi.nlm.nih.gov/42260762/,PubMed
Metabolic Reprogramming of T Cells by MSCs Rebalances Th17/Treg Axis to Attenuate Collagen-Induced Arthritis.,"Wang Xiaoping, He Jingjing, Wang Qun",Journal of immunology research,2026-06-09,"Rheumatoid arthritis (RA) is a chronic autoimmune disorder characterized by dysregulated T cell responses and metabolic disturbances. Mesenchymal stromal cells (MSCs) have shown therapeutic promise, but their mechanisms, particularly concerning T cell metabolism, remain incompletely defined. This study investigated whether human umbilical cord-derived MSCs (hUC-MSCs) ameliorate collagen-induced ar",https://pubmed.ncbi.nlm.nih.gov/42260739/,PubMed
Copper overload drives hepatic stellate cell activation via cuproptosis to exacerbate acute liver injury in murine malaria.,"Mo Xiumei, Chen Qian, Zhong Rui",Parasites & vectors,2026-06-09,"Acute liver injury, a critical complication of severe malaria, was characterized by hepatocyte death and hepatic stellate cell (HSC) activation. While HSC activation was a well-established driver of chronic liver fibrosis, its specific role and the triggers initiating it during the acute phase of malarial liver injury remain poorly defined. Notably, systemic copper accumulation occurred during Pla",https://pubmed.ncbi.nlm.nih.gov/42260670/,PubMed
Nonsense-mediated mRNA decay: friend or foe in cancer biology?,"Wang Yuhui, He Chenghai, Chen Chengyan",Cell communication and signaling : CCS,2026-06-09,"Nonsense-mediated mRNA decay (NMD) is a highly conserved RNA surveillance mechanism in eukaryotic cells. It plays a key role in safeguarding the accuracy of gene expression by eliminating mRNAs with premature termination codons (PTCs) in the cellular transcriptome. Furthermore, NMD fine-tunes gene expression by regulating the stability of numerous transcripts that harbor NMD-inducing features othe",https://pubmed.ncbi.nlm.nih.gov/42260649/,PubMed
