title,authors,journal,date,abstract,link,source
YTHDC1 Orchestrates Glucose and Glutamate Rewiring to Overcome Lethal Metabolic Stress in Triple-Negative Breast Cancer.,"Lai Zheng-Hao, Wang Yi, Li Na-Na","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026-08-31,"Developing effective therapies for triple-negative breast cancer (TNBC) requires the identification of key molecular regulators. Here, among the major m6A modulators, we find that only the reader YTHDC1 is specifically overexpressed in TNBC and correlates to unfavorable prognosis. Mechanistically, YTHDC1 orchestrates glucose and glutamine metabolism in an m6A-dependent manner to confer robust adap",https://pubmed.ncbi.nlm.nih.gov/42669610/,PubMed
Charting Endocrine Progenitors Across Species and Organs.,"Jing Changying, Sterr Michael, Caliskan Özüm Sehnaz","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026-08-31,"Hormone-producing cells in the pancreas and intestine regulate whole-body metabolism and are dysregulated in obesity and diabetes. A deeper understanding of endocrine lineage formation (endocrinogenesis) in these organs is essential to elucidate the healthy state and disease trajectories. Here, we performed cross-species (mouse and human) and cross-system (in vivo and in vitro) comparisons of panc",https://pubmed.ncbi.nlm.nih.gov/42669598/,PubMed
The expression of serotonin receptors in the gastrointestinal tract of healthy and fat necrosis-affected Japanese Black cattle.,"Ngadi Nilla Sari, Sonoda Hiroko, Uematsu Mizuho",The Journal of veterinary medical science,2026-08-31,"Serotonin (5-HT) regulates gastrointestinal (GI) motility by activating various 5-HT receptor (5-HTR) subtypes. However, the expression and distribution of 5-HTR subtypes in the GI tract of Japanese Black cattle under both healthy and diseased conditions remain largely unknown. This study examined the expression of seven-transmembrane 5-HTR subtypes in healthy and fat necrosis (FN)-affected Japane",https://pubmed.ncbi.nlm.nih.gov/42669519/,PubMed
NMR structure study of DNA G-quadruplexes and ligand complexes.,"Dickerhoff Jonathan, Yang Danzhou",Progress in nuclear magnetic resonance spectroscopy,2026-08-31,"G-quadruplexes (G4s) have emerged as one of the most exciting nucleic acid secondary structures. G-quadruplexes are non-canonical, four-stranded nucleic acid structures formed in sequences with consecutive runs of guanine bases. Unlike duplex DNA, G-quadruplexes are globularly folded structures and can readily form under physiologically relevant solution conditions. G-quadruplex structures have be",https://pubmed.ncbi.nlm.nih.gov/42669457/,PubMed
Ten days of voluntary wheel running prior to streptozotocin is sufficient to blunt induction of hyperglycemia in male C57BL/6J mice.,"Reese Grace A, Kusumo Laura E, Johnson Madilyn",Physiology & behavior,2026-08-31,"Diabetes is a chronic disease characterized by hyperglycemia. It is associated with a variety of co-morbidities, including depression. This link is likely mediated in part by hyperglycemia-induced increases in inflammation. Given that exercise can benefit diabetes, inflammation, and depression, the aim of this study was to investigate if exercise may treat hyperglycemia-induced neuroinflammation a",https://pubmed.ncbi.nlm.nih.gov/42669391/,PubMed
Purification-free chemical conversion-coupled RT-PCR for ultralow-input detection and quantification of a,"Jiang Shanshan, Li Wenping, Shu Xiao","Methods (San Diego, Calif.)",2026-08-31,"Nucleoside analogue-based RNA labelling provides powerful approaches for investigating RNA synthesis, turnover, and post-transcriptional regulation. However, conventional detection workflows often require chemical treatment, reagent removal, and repeated RNA purification, which can cause substantial sample loss and limit their application to ultralow-input samples. Here, we present a chemical conv",https://pubmed.ncbi.nlm.nih.gov/42669388/,PubMed
Intrathecal semaglutide attenuates burn injury-induced pain in mice through a spinal GLP-1R-linked enkephalin/δ-opioid receptor pathway.,"He Yongtao, Gao Jie, Liu Yongpeng",Neuropharmacology,2026-08-31,"Burn injury-induced pain (BIP) is a complex condition whose spinal mechanisms remain incompletely understood. Although spinal glucagon-like peptide-1 receptor (GLP-1R) signaling has been implicated in pain modulation, its contribution to BIP remains unclear. Using a mouse model of second-degree burn injury, we characterized nociceptive behaviors, spinal glial responses, and the temporal and cellul",https://pubmed.ncbi.nlm.nih.gov/42669356/,PubMed
WTAP Transcriptional Suppression by KLF9 Drives Osteoclastogenesis via M,"Shen Chen, Liu Xin, Ge Gaoran","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026-08-31,"Osteoporosis, characterized by imbalanced bone homeostasis, is driven by excessive osteoclast-mediated bone resorption, yet the epitranscriptomic regulation via m",https://pubmed.ncbi.nlm.nih.gov/42669152/,PubMed
SGLT2 inhibitor therapy is associated with IL-10/TGF-α/sVEGFR3 signalling and adipose tissue remodelling in advanced heart failure.,"Cinkajzlova Anna, Kasperova Barbora Judita, Ivak Peter",Journal of molecular and cellular cardiology plus,2026-08-31,"Sodium-glucose cotransporter 2 inhibitors (SGLT2i) have demonstrated cardioprotective effects in heart failure (HF), yet the molecular mechanisms underlying these benefits remain incompletely understood. This study aimed to characterize cardioprotective effects of SGLT2i, changes of circulating growth and inflammatory factors, as well as adipose tissue gene expression, in subjects with advanced HF",https://pubmed.ncbi.nlm.nih.gov/42668568/,PubMed
"Effect of corn oil levels on growth, biochemical profiles and expression of FADS2 and ELOVL5 genes in ","Majeed Aamir, Ahmed Imtiaz, Dar Nazir A",Food chemistry. Molecular sciences,2026-08-31,"Lipids play significant roles in energy metabolism, nutrient utilization, and the regulation of lipid metabolism in fish and is thus considered as one of the important components of aquafeeds. Common carp, ",https://pubmed.ncbi.nlm.nih.gov/42668520/,PubMed
