title,authors,journal,date,abstract,link,source
Fibroblast-derived gremlin-1 Is associated with ovarian cancer-cell phenotypes in co-culture models.,"Gao Haocheng, Xia Mengjuan, Yu Ting",Frontiers in oncology,2026-09-22,"Cancer-associated fibroblasts (CAFs) can modify ovarian cancer-cell behavior through paracrine signals, but the contribution of CAF-derived Gremlin-1 remains incompletely defined. We compared stage IV and stage I ovarian-cancer transcriptomes in GSE9891, performed functional-enrichment analyses of differentially expressed genes, and interrogated CSIOVDB and KM Plotter for  GSE9891 DEGs were enrich",https://pubmed.ncbi.nlm.nih.gov/42769056/,PubMed
Manufacturing cost analysis and exploratory economic evaluation of natural killer cell immunotherapy for paediatric solid tumors.,"Wahid Sabera Tabassum, Elliott Melissa, Wang Yufan",Clinical & translational immunology,2026-09-22,"Natural killer (NK) cell therapy is a promising allogeneic, off-the-shelf immunotherapy for solid tumors, yet economic evidence to guide its clinical translation is absent. This study aimed to conduct a micro-costing analysis of their manufacturing and perform an exploratory economic evaluation of NK cell therapy for paediatric solid tumors from an Australian health system perspective. A micro-cos",https://pubmed.ncbi.nlm.nih.gov/42769049/,PubMed
LNP-formulated dbDNA™ vaccines elicit durable humoral and cellular immunity with distinct kinetics to mRNA in non-human primates.,"Horton Helen, Cunliffe Robert F, Kim Sungwon",Molecular therapy : the journal of the American Society of Gene Therapy,2026-09-22,"Nucleic acid vaccines offer rapid and flexible platforms for addressing infectious diseases but achieving durable and balanced immunity remains a challenge. We evaluated a closed linear synthetic Doggybone™ DNA vaccine (dbDNA™) encoding influenza A/California/07/2009 hemagglutinin across delivery platforms and preclinical models. In minipigs, dbDNA elicited comparable or stronger antibody and T ce",https://pubmed.ncbi.nlm.nih.gov/42768752/,PubMed
Cisplatin-Resistant Lung Adenocarcinoma Cells Exhibit Increased Proangiogenic Capacity in a Microphysiological Model of Tumor Neovascularization.,"Olsen Elisabet A, Kpeli G Wills, Ahmad Omar M K",Cancer medicine,2026-09-22,"Carcinomas commonly recur and progress rapidly after a period of remission following platinum-based therapy. This clinical scenario suggests that surviving drug-resistant tumor cells are dormant or slow-cycling before re-entering a rapid growth phase. Remodeling of the recurrent tumor microenvironment (TME) contributes to high rates of metastasis, but little is known about differences in TME remod",https://pubmed.ncbi.nlm.nih.gov/42768728/,PubMed
"Food derived raffinose attenuates cyclophosphamide-induced immunosuppression in mice with associated changes in gut microbiota, short-chain fatty acids and intestinal barrier integrity.","Zhang Peng, Zhang Tianyi, Lu Qicheng",Journal of the science of food and agriculture,2026-09-22,"Cyclophosphamide (CTX)-induced immunosuppression is accompanied by systemic immune impairment and intestinal dysbiosis. This study evaluated whether raffinose (Raf), a food-derived prebiotic trisaccharide, is associated with improved immune and intestinal outcomes during CTX challenge. Forty male ICR mice were assigned to control, CTX, and low-, medium- or high-dose Raf pretreatment groups. Raf wa",https://pubmed.ncbi.nlm.nih.gov/42768415/,PubMed
β-Thujaplicin modulates the ODC-ROS-linked apoptosis in H460 lung cancer cells.,"Mathur Anurag, Meena Abha, Tiwari Ashutosh K",Naunyn-Schmiedeberg's archives of pharmacology,2026-09-22,"This study explored the antiproliferative effects of β-thujaplicin, a natural tropolone derivative, in the non-small-cell lung cancer (NSCLC) cell lines H460 and A549 and in L132 normal lung epithelial cells, using MTT, NRU, and SRB assays. β-Thujaplicin exhibited concentration-dependent cytotoxicity in H460 and A549 cells but had minimal effect on L132 cells. Mechanistic studies in H460 cells sho",https://pubmed.ncbi.nlm.nih.gov/42768198/,PubMed
5q31 duplications encompassing PURA are associated with a neurodevelopmental disorder.,"Challeat Laurine, Remize Solène, Alouane Tarek",European journal of human genetics : EJHG,2026-09-22,"PURA heterozygous microdeletions and pathogenic variants have been previously associated with neurodevelopmental disorders (NDDs), grouped into PURA-NDDs, characterized by severe neonatal hypotonia, feeding difficulties, developmental delay, intellectual disability, epilepsy, and distinctive facial features. Here we report four individuals carrying overlapping 5q31 duplications encompassing PURA, ",https://pubmed.ncbi.nlm.nih.gov/42768094/,PubMed
Nontoxic mRNA vehicles based on electrically neutral self-assembling peptides.,"Zhang Zhihao, Kye Mahnseok, Jung You-Jin",Nature communications,2026-09-22,"The cationic molecules and low-molecular-weight amphiphiles commonly used in nonviral gene delivery vehicles often induce adverse nonspecific effects, notably cytotoxicity and detergent-like unfavourable membrane activity. To address these limitations, here we report the development of a nontoxic mRNA-condensing agent based on electrically neutral self-assembling peptides (ENSPs). Driven by cooper",https://pubmed.ncbi.nlm.nih.gov/42768049/,PubMed
Characterisation of the Novel HLA-DQA1*04:01:11 Allele by Next-Generation Sequencing.,"Chen Chen, Li Ying, Wang Fang",HLA,2026-09-22,HLA-DQA1*04:01:11 differs from HLA-DQA1*04:01:01:01 by one nucleotide substitution in Exon 3.,https://pubmed.ncbi.nlm.nih.gov/42767696/,PubMed
CRISPR activation of endogenous ,"Chakraborty Anubhav, Varghese Meekha M, Wallace Darren P",American journal of physiology. Renal physiology,2026-09-22,Most cases of autosomal dominant polycystic kidney disease (ADPKD) are caused by mutations in ,https://pubmed.ncbi.nlm.nih.gov/42767677/,PubMed
Increasing the immunogenicity of a salmon louse immune dampening protein for DNA vaccine application in Atlantic salmon.,"Nelson Patrick Alexander, Borchel Andreas, Øvergård Aina-Cathrine",Fish & shellfish immunology,2026-09-22,"Salmon lice (Lepeophtheirus salmonis) cause major welfare issues and economic losses in salmon aquaculture, yet an effective vaccine remains elusive. DNA vaccines are promising but often elicit weak antibody responses in fish. Here, we evaluated different DNA vaccine designs aiming at increasing the immunogenicity of salmon louse immune-modulating labial gland protein 3 (LGP3), including tetrameri",https://pubmed.ncbi.nlm.nih.gov/42767583/,PubMed
DRAM1 activates microglial pyroptosis and neuroinflammation through TMEM9-mediated lysosomal membrane permeabilization after spinal cord injury.,"Xiong Zhichao, Yan Guangkui, Wu Jinfa",Cellular signalling,2026-09-22,"Spinal cord injury (SCI) is a devastating condition characterized by severe neuroinflammation and microglial pyroptosis, yet the underlying mechanisms remain incompletely understood. In this study, the role of DRAM1, a lysosomal membrane protein, in SCI pathogenesis was investigated. Single-cell RNA sequencing, an in vivo SCI mouse model, and in vitro LPS-stimulated BV2 microglial cells were emplo",https://pubmed.ncbi.nlm.nih.gov/42767541/,PubMed
Hypertriglyceridemia and atherosclerosis in Apolipoprotein A5 mutant rabbits generated using CRISPR/Cas9.,"Zha Yiwen, Feng Lin, Zhang Ting",Journal of lipid research,2026-09-22,"ApolipoproteinA5 (APOA5) plays an important role in regulating plasma triglycerides (TG). Most in vivo data, however, derive from murine models whose lipoprotein metabolism diverges substantially from humans, and no rabbit APOA5 loss-of-function model has previously been described. Microinjection of Cas9 mRNA and two exon-2-targeting sgRNAs into rabbit zygotes yielded 10 founders carrying bialleli",https://pubmed.ncbi.nlm.nih.gov/42767503/,PubMed
