title,authors,journal,date,abstract,link,source
RETRACTION: ,Oncology Journal Of,Journal of oncology,2026-07-02,[This retracts the article DOI: 10.1155/2022/3472745.].,https://pubmed.ncbi.nlm.nih.gov/42389761/,PubMed
"Shao-Ma-Zhi-Jing granules alleviate Tourette Syndrome by modulating the cAMP/PI3K/AKT/NF-κB signaling pathway, T cell differentiation, microglia, and gut microbiota.","Xue Xin, Luo Lin-Ying, Wang Jing",Frontiers in physiology,2026-07-02,"Shao-Ma-Zhi-Jing Granules (SMZJ) is clinically used for Tourette syndrome (TS). This study aimed to investigate the regulatory effects of SMZJ on the immune system and gut microbiota of the 3,3'-iminodipropionitrile (IDPN)-induced TS rat model. Immune-related indicators were detected by flow cytometry, western blotting, ELISA and qRT-PCR. Gut microbiota composition was analyzed via 16S rDNA sequen",https://pubmed.ncbi.nlm.nih.gov/42389750/,PubMed
Beyond The Nucleus: Translating Engineered Protein Localization To Chromatin Modifying Enzymes.,"Hirani Zanir, Tirouvanziam Rabindra, Haynes Karmella A",Current opinion in biomedical engineering,2026-07-02,"Chromatin-modifying enzymes (CMEs) have traditionally been studied in their nuclear context for regulating gene expression. However, recent evidence points to the significant non-canonical functions that they perform in the cytoplasm, mitochondria, and plasma membrane, which can contribute to disease progression and alter cell phenotypes. This review surveys emerging engineering approaches to cont",https://pubmed.ncbi.nlm.nih.gov/42389724/,PubMed
Role and mechanism of quercetin via the TLR4/MyD88/IRAK4 signaling pathway in the treatment of allergic rhinitis.,"Kang Chenglin, Liu Jiangqi, Qiu Shuqi",Experimental and therapeutic medicine,2026-07-02,"Although quercetin has anti-allergic and anti-inflammatory properties, its role in allergic rhinitis (AR) and its potential molecular mechanism, especially whether it acts through the Toll-like receptor 4 (TLR4)/myeloid differentiation primary response 88 (MyD88)/interleukin-1 receptor-associated kinase 4 (IRAK4) signaling pathway, is currently unclear. Therefore, an ovalbumin (OVA)-induced AR mou",https://pubmed.ncbi.nlm.nih.gov/42389453/,PubMed
Human iPSCs derived from cryopreserved testicular somatic cells enable germline regeneration in childhood cancer survivors.,"Macedo Tiago, De Guidi Claudia, Nic Aodha Leah",Human reproduction open,2026-07-02,Can cryopreserved primary testicular somatic cells from childhood cancer survivors with severely decreased fertility potential be reprogrammed into human-induced pluripotent stem cells (hiPSCs) competent for efficient specification into early human germ cells? Primary testicular somatic cells from cryopreserved testicular samples with severely compromised spermatogonial pools can be reprogrammed i,https://pubmed.ncbi.nlm.nih.gov/42389191/,PubMed
BPA-induced differential methylation of the androgen receptor promoter CpG island in medaka germline and somatic cells.,"Giri Anjana, Nath Jayasree, Bhandari Ramji K",Environmental epigenetics,2026-07-02,"The androgen receptors (Ar) are fundamental mediators of androgen signaling, critical for male fertility. Environmental endocrine disruptors (EEDs) can impair male fertility; however, it remains unclear whether EED-induced fertility impairments are linked to DNA methylation alterations in the ",https://pubmed.ncbi.nlm.nih.gov/42389074/,PubMed
"Potential Anticancer Effects of Limonene Associated with Reactive Oxygen Species Generation, Apoptosis Induction, and NF-κB Modulation in Papillary Renal Cell Carcinoma: A Preliminary Study.","Ghanbari Mahshad, Deyhimfar Roham, Khatami Fatemeh",Current developments in nutrition,2026-07-02,"Tumor recurrence and progression occur in many patients with renal cell carcinoma, highlighting a clinical demand for safe and effective treatment options, particularly by employing plant-derived bioactive compounds. Limonene, an aromatic monoterpene commonly found in citrus peels, has been shown to possess anticancer effects in malignancies such as prostate and bladder cancers. This study aimed t",https://pubmed.ncbi.nlm.nih.gov/42388892/,PubMed
Large distant deletion disrupts CDKN2A enhancer and predisposes to melanoma.,"Johansson Peter A, Brooks Kelly, Palmer Jane M",medRxiv : the preprint server for health sciences,2026-07-02,Deleterious ,https://pubmed.ncbi.nlm.nih.gov/42388889/,PubMed
MCM8 variants in two patients with primary ovarian insufficiency: clinical findings and ,"Wang Fei, Zang Shaolian, Li Pin",Frontiers in endocrinology,2026-07-02,"Pediatric-onset primary ovarian insufficiency (POI) presents distinct clinical challenges, including delayed puberty or growth retardation. Previously, we reported a Chinese family with POI harboring compound heterozygous variants (p.C242R and p.S445*) in  This study describes clinical findings of pediatric-onset POI patients with compound heterozygous  HeLa cell models were used to overexpress do",https://pubmed.ncbi.nlm.nih.gov/42388858/,PubMed
16S ribosomal RNA modification drives transcript-specific translation efficiency.,"Park Zachory M, Savage Christina R, Decker-Farrell Amanda R",bioRxiv : the preprint server for biology,2026-07-02,"Bacterial ribosomal RNAs (rRNAs) are decorated with conserved nucleotide modifications, but the functionality of these modifications is often underexplored. MraW (RsmH) is a 16S rRNA methyltransferase that fine-tunes ribosomal function. We identified a loss-of-function allele in  A conserved 16S rRNA modification enhances translation of structured mRNAsEarly mRNA stem-loops impose translational co",https://pubmed.ncbi.nlm.nih.gov/42388804/,PubMed
Activation of the mRNA Decay-Associated DEAD-Box ATPase Dhh1 Requires Deadenylation and Decapping Factors.,"Braun Gabriel A, Kumar Rakesh, Hinnebusch Alan G",bioRxiv : the preprint server for biology,2026-07-02,"The DEAD-box ATPase Dhh1 (DDX6 in humans) is a general activator of 5'-3' mRNA decay that acts between the deadenylation and decapping steps of the pathway, although the exact mechanism of its action remains unclear. Dhh1 has been shown to interact with the MIF4G domain of the central scaffold protein of the Ccr4-Not deadenylase complex, Not1, as well as the decapping activator Edc3. Although stru",https://pubmed.ncbi.nlm.nih.gov/42388790/,PubMed
Mechanisms of obesogenic adipocyte signaling in mouse 3T3-L1 cells in response to plasma from C57BL/6 mice exposed to traffic-generated emissions and high-fat diet.,"Suwannasual U, Lund A K",Toxicology reports,2026-07-02,"Recent studies have demonstrated a strong correlation between exposure to traffic-generated air pollutants and the development of metabolic disorders, including obesity. We have reported that exposure to a mixture of vehicle emissions (MVE) promotes increased angiotensin II (Ang II) levels, associated with adipocyte hypertrophy and lipid accumulation in C57BL/6 mice; and this effect is further exa",https://pubmed.ncbi.nlm.nih.gov/42388457/,PubMed
A Subset of Folliculo-Stellate Cells Expresses Gpr37l1 in The Adult Rat Anterior Pituitary.,"Suzuki Taichi, Horiguchi Kotaro, Fujiwara Yoko",Acta histochemica et cytochemica,2026-07-02,"G protein-coupled receptor 37 (GPR37) and GPR37-like 1 (GPR37L1) are orphan G protein-coupled receptors enriched in the central nervous system. However, their cellular distribution in pituitary tissue remains unclear. Here, we mapped ",https://pubmed.ncbi.nlm.nih.gov/42388356/,PubMed
N,"Giri Bikash Ranjan, Zhang Zihao, Liu Lu","Research (Washington, D.C.)",2026-07-02,"Schistosomiasis, a neglected tropical disease, affects more than 250 million people worldwide. The pathology and transmission of schistosomiasis rely on the parasite's extended survival and massive egg output. While N",https://pubmed.ncbi.nlm.nih.gov/42388352/,PubMed
