title,authors,journal,date,abstract,link,source
In Silico Analysis of Potential miRNAs-EGFR Binding Complex for EGFR-TKI Resistance Lung Cancer Cells.,"Ray Manisha, Naim Sheikh, Mishra Pritinanda","MicroRNA (Shariqah, United Arab Emirates)",2026-09-08,"Overexpression of Epidermal Growth Factor Receptor (EGFR) plays a critical role in the progression and high mortality of Non-Small Cell Lung Cancer (NSCLC). Although EGFR tyrosine kinase inhibitors (EGFR-TKIs) demonstrate promising efficacy as first-line therapy, acquired resistance remains a major clinical challenge. Increasing evidence suggests that microRNAs (miRNAs) regulate EGFR signaling pat",https://pubmed.ncbi.nlm.nih.gov/42706974/,PubMed
Scutellaria Barbata Flavonoids Mitigate Alzheimer's Disease-related Aβ25-35 Toxicity in N2a Cells through CREB Phosphorylation.,"Yu Xiaomin, Yi Yan, Liu Xinyang",Current medicinal chemistry,2026-09-08,"Mouse neuroblastoma cells (N2a) are spontaneously derived from mice and possess the characteristics of neural stem cells. The proliferation, differentiation, and protrusion growth of N2a cells in vitro are consistent with those in vivo. Flavonoids isolated from the aerial parts of Scutellaria barbata (SBFs) can improve learning and memory deficits and protect against neuronal injury in many in viv",https://pubmed.ncbi.nlm.nih.gov/42706972/,PubMed
MicroRNA-mRNA Networks in Skeletal Muscle of Tailored Pig Models for Dystrophinopathies.,"Reschke Sarah, Graf Alexander, Hadlich Frieder","Journal of cachexia, sarcopenia and muscle",2026-09-08,"Duchenne muscular dystrophy (DMD) and Becker muscular dystrophy (BMD) are X-linked dystrophinopathies caused by mutations in the dystrophin (DMD) gene. A common DMD-causing mutation in humans is exon 52 deletion (DMDΔ52), which disrupts the reading frame and abolishes dystrophin expression. Therapeutic skipping of exon 51 or 53 can restore the reading frame, producing a truncated but functional pr",https://pubmed.ncbi.nlm.nih.gov/42706869/,PubMed
Exosomes-mediated molecular mechanisms underlying the transformation of ovarian tissue into a functional placental analogue in black rockfish ( ,"Zheng Bing-Yan, Wang Xiao-Jie, Wen Hai-Shen",Zoological research,2026-09-08,"Viviparity has independently evolved multiple times in teleosts, leading to diverse modes of maternal nutrient provisioning. In black rockfish (  胎生繁殖策略在真骨鱼类中多次独立进化，从而衍生出多样化的母体营养供给模式。在许氏平鲉妊娠期间，胚胎干重持续增加，母胎之间通过胎盘连接结构进行营养物质传递。先前的研究描述了许氏平鲉胎盘类似物的基本形态和进化趋同性，然而其完整的结构体系以及背后的分子机制仍未得到明确解释。该研究发现来源于卵巢滤泡组织的胎盘类似物的母体部分由血管化的外层和具有腺体和分泌功能的内层构成，并形成包裹胚胎的囊状结构。在分子层面，这一转化过程涉及上皮–间充质相互作用、血管生成以及免疫反应。此外，该研究在胎盘类似物周围观察到外泌体样结构",https://pubmed.ncbi.nlm.nih.gov/42706793/,PubMed
METTL3 Promotes the Growth of Triple-Negative Breast Cancer Cells by Modulating Ferroptosis-Related Oxidative Stress via the ELF1/GPX4 Axis.,"Wang Jincheng, Wang Wei, Hu Junjie",Asia-Pacific journal of clinical oncology,2026-09-08,"Triple-negative breast cancer (TNBC) is an aggressive malignancy with limited treatment options, highlighting the urgent need to identify novel therapeutic targets. The present study investigates the role of the RNA methyltransferase METTL3 in promoting TNBC progression by modulating a ferroptosis-related phenotype, an iron-dependent form of regulated cell death. Using TNBC cell lines (BT549 and M",https://pubmed.ncbi.nlm.nih.gov/42706600/,PubMed
Pathogenicity of NUSAP1 Variants Is Defined by NMD-Escape: Evidence From Two Novel Cases and Systematic Population-Based Variant Analysis.,"Jacob Maureen, Badmann Susann, Bigoni Stefania",Clinical genetics,2026-09-08,"Protein-truncating variants in the 3' region of a transcript, evading mRNA degradation and giving rise to aberrant truncated proteins, are an underrecognized cause in Mendelian diseases. Here, we report two individuals with heterozygous de novo nonsense variants in the penultimate and last exon of NUSAP1, both presenting with early-onset refractory epilepsy, global developmental delay, congenital ",https://pubmed.ncbi.nlm.nih.gov/42706591/,PubMed
A truncated COL10A1 protein causes Schmid metaphyseal chondrodysplasia via protein downregulation and impairing α1 trimer formation and secretion.,"Sun Zhe, He Yaqiong, Zhang Ting",Functional & integrative genomics,2026-09-08,"Schmid-type metaphyseal chondrodysplasia (SMCD) is primarily caused by mutations in the COL10A1 gene. This study reports a novel frameshift mutation, c.1940dup (p.Asn647Lysfs*2), identified in a Chinese SMCD pedigree. The mutation did not alter messenger RNA levels but significantly reduced COL10A1 protein expression. The mutant protein lacks the C-terminal 33 amino acids, resulting in a truncated",https://pubmed.ncbi.nlm.nih.gov/42706449/,PubMed
"Convergent and Divergent Molecular Pathways in FMR1-, TSC2- and FMR1/TSC2 Knockout Neurons.","Utami Kagistia Hana, Yusof Nur Amirah Binte Muhammed, Ramaswamy Yazhini",Molecular neurobiology,2026-09-08,"Fragile X syndrome (FXS) and tuberous sclerosis complex (TSC) are common monogenic causes of autism spectrum disorder (ASD). FXS arises from FMR1 silencing, while TSC results from mutations in TSC1 or TSC2, both converging on dysregulated ERK and mTORC1 signaling. Animal knockout models suggest opposing effects on synaptic plasticity, with reciprocal compensation in double knockouts (dKO). However",https://pubmed.ncbi.nlm.nih.gov/42706412/,PubMed
Machine learning identifies plasma-derived exosomal miRNAs associated with low muscle mass in Tibetan patients with rheumatoid arthritis.,"Tang Li, Lin Zhigang, Zou Linmeng",Scientific reports,2026-09-08,"Sarcopenia poses a significant health burden in aging populations, particularly among patients with rheumatoid arthritis (RA), but current diagnostic approaches face limitations in early detection. This study aims to identify plasma-derived exosomal miRNA features associated with low muscle mass in Tibetan patients with RA. High-throughput sequencing identified 101 candidate dysregulated miRNAs in",https://pubmed.ncbi.nlm.nih.gov/42706366/,PubMed
Multi-population GWAS meta-analysis identifies bladder cancer susceptibility loci and highlights genetic regulation of smoking-related risk.,"Prokunina-Olsson Ludmila, Florez-Vargas Oscar, Levin Michael G",Nature communications,2026-09-08,"Bladder cancer is the ninth most common cancer worldwide, caused by genetic and environmental risk factors. Here, we report the findings of a multi-population meta-analysis of genome-wide association studies, including 32,470 individuals with and 1,753,462 without bladder cancer. We identify 70 independent risk loci, of which 43 are novel. Using a 70-marker polygenic risk score (HR = 1.63 per stan",https://pubmed.ncbi.nlm.nih.gov/42706231/,PubMed
