title,authors,journal,date,abstract,link,source
SHOC2 Is a Novel Cause of Central Conducting Lymphatic Anomaly.,"Ding Jessica C, Sempowski Benjamin A, Zerbib Lola",American journal of medical genetics. Part A,2026-07-15,"Central conducting lymphatic anomaly (CCLA) is a devastating disorder where precision medicine can be lifesaving. Diagnosing CCLA is challenging due to its broad spectrum of symptoms, including nonimmune fetal hydrops, chylothorax, chylous ascites, or lymphedema. For that reason, genetic diagnosis is essential to uncover new genes and variants causing this debilitating disease. A patient with comp",https://pubmed.ncbi.nlm.nih.gov/42454412/,PubMed
NSUN2-Mediated m,"Zheng Xiufeng, Zhao Shilei, Gu Han",International journal of general medicine,2026-07-15,The epitranscriptomic landscape defined by reversible post-transcriptional RNA modifications constitutes a sophisticated layer of gene regulatory circuitry that modulates diverse biological processes. As an essential writer enzyme for RNA 5-methylcytosine (m,https://pubmed.ncbi.nlm.nih.gov/42454353/,PubMed
Tumor-Restricted CXCR4 and MIF Signaling Axis is Associated with T Cell-Mediated Macrophage Exclusion in Gastrointestinal Stromal Tumors.,"Gao Fulai, Lu Wei, Zhao Dongqiang",International journal of general medicine,2026-07-15,"Gastrointestinal stromal tumors (GISTs), driven by KIT/PDGFRA mutations and treated with tyrosine kinase inhibitors (TKIs), remain challenged by drug resistance, suggesting that poorly understood mechanisms sustain an immunosuppressive tumor microenvironment (TME). This study aimed to investigate the cellular and molecular basis of the immune architecture in GISTs through integrated multi-omics an",https://pubmed.ncbi.nlm.nih.gov/42454351/,PubMed
Modulatory Role of Arbutin on Hepatic Inflammation and Apoptosis After Mild Repetitive Traumatic Brain Injury in Experimental Rats: Involvement of NGF/TrkA and IL-6/JAK2/STAT3 Immune Signaling Crosstalk.,"Wahba Alaa S, El-Gazar Amira A, Abo-Elmatty Dina M",Biochemistry research international,2026-07-15,"Repetitive traumatic brain injury (RTBI) can cause long-term complications, including persistent neuroinflammation, which can extend beyond the central nervous system, impacting various peripheral organs as liver. This study aimed to explore the neuroprotective and hepatoprotective effects of arbutin treatment in a rat model of mild RTBI (mRTBI), focusing on nerve growth factor (NGF)/tropomyosin r",https://pubmed.ncbi.nlm.nih.gov/42454233/,PubMed
Legumain level in patients with gestational diabetes to promote ferroptosis through liver gluconeogenesis by HSP90 and GPX4.,"Yan Yingda, Liu Huafang, Kang Xiaodi",Food & nutrition research,2026-07-15,"The incidence of gestational diabetes mellitus (GDM) is the first diabetes in pregnancy and has gradually increased worldwide, increasing the burden of social healthcare systems. In GDM, oxidative stress induced by reactive oxygen species (ROS) can disrupt the integrity of the cell membrane through lipid peroxidation reactions and trigger ferroptosis, further exacerbating pancreatic islet β-cell d",https://pubmed.ncbi.nlm.nih.gov/42454232/,PubMed
Single-Cell and Spatial Transcriptomics Identify the Mono-S100A4 Subset Associated with Sepsis-Induced Lung Injury via the MIF-(CD74+CD44) Axis.,"Wang Aihua, Yin Chengfen, Jin Yue",Journal of inflammation research,2026-07-15,"In sepsis-induced immune dysregulation, monocytes contribute critically through their dual pro-inflammatory and immunosuppressive functions. Leading to multi-organ injury, the lungs are the most vulnerable initial target, dictating clinical outcomes. Thus, studying monocyte dynamics is essential to understand sepsis-induced acute lung injury (ALI) pathophysiology. We analyzed publicly available mo",https://pubmed.ncbi.nlm.nih.gov/42454160/,PubMed
"Improving RNAi in the fall armyworm, ","Moola Anil Kumar, Palli Subba Reddy",Frontiers in insect science,2026-07-15,"The rising incidence of resistance to conventional chemical insecticides necessitates the development of novel, sustainable pest management strategies. RNA interference (RNAi) offers a highly specific alternative; however, its practical application in lepidopteran pests is often limited by low efficacy due to rapid dsRNA degradation, inefficient transport of dsRNA to the site of action, and subopt",https://pubmed.ncbi.nlm.nih.gov/42454092/,PubMed
MicroRNA-200c Promotes Epithelial-Mesenchymal Transition of Lens Epithelial Cells by Activating the Yes-Associated Protein Signaling Pathway.,"Wei Yin-Juan, Liu Yi-An-Zhu, Dai Ying",Journal of ophthalmology,2026-07-15,The aim of the study is to investigate the role and possible mechanism of MicroRNA 200c (MiR-200c) in epithelial-mesenchymal transition (EMT) of Posterior Capsule Opacification (PCO). Human lens epithelial cells (LECs) were treated with TGFβ2 to induce EMT as a model for PCO. The mRNA levels of miR-200c and EMT markers were examined by real-time quantitative polymerase chain reaction (qPCR). Prote,https://pubmed.ncbi.nlm.nih.gov/42454080/,PubMed
Alectinib combined with 5-aminolevulinic acid-based photodynamic therapy promotes apoptosis in endometrial cancer cells by targeting ferrochelatase.,"Wang Pengfei, Zhang Xian, Li Haijing",Frontiers in oncology,2026-07-15,"Hysterectomy is the standard treatment for early-stage endometrial cancer, but this type of surgery is associated with corresponding surgical trauma. Ferrochelatase ( To investigate the antitumor effect and underlying mechanism of alectinib combined with 5-aminolevulinic acid-based photodynamic therapy (ALA-PDT) on endometrial cancer cells via targeting  An  Using ISK and HEC-1-A cells, we found a",https://pubmed.ncbi.nlm.nih.gov/42453882/,PubMed
mRNA decapping proteins regulate EIN2-dependent ethylene signaling in arabidopsis.,"Jiang Bai Hui, Xie Yang, Li Ai Ning",Frontiers in plant science,2026-07-15,"Ethylene signaling regulates plant growth and stress adaptation through a well-defined pathway, yet its mechanistic complexity remains underexplored. Here, we identify two mRNA decapping proteins, DCP1 and DCP2, as novel regulators of canonical ethylene signaling. Using forward genetics in the ",https://pubmed.ncbi.nlm.nih.gov/42453722/,PubMed
